category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:1905382	0.999999999989319	0.895071205054342	0	2	positive regulation of snRNA transcription by RNA polymerase II	BP	1	1
GO:0061774	0.999999999989367	0.794546251800156	0	2	cohesin unloading	BP	1	1
GO:0061781	0.999999999989367	0.794546251800156	0	2	mitotic cohesin unloading	BP	1	1
GO:0097062	0.999999999989368	0.851214088885517	0	2	dendritic spine maintenance	BP	1	1
GO:1901978	0.999999999989376	0.834187699375577	0	2	positive regulation of cell cycle checkpoint	BP	1	1
GO:0005536	0.999999999989396	0.695445036535585	0	5	glucose binding	MF	1	1
GO:0052629	0.999999999989411	0.724663669523935	0	3	phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity	MF	1	1
GO:0035022	0.99999999998951	0.70504561575976	0	3	positive regulation of Rac protein signal transduction	BP	1	1
GO:0045968	0.999999999989524	0.856745194497589	0	3	negative regulation of juvenile hormone biosynthetic process	BP	1	1
GO:1990430	0.999999999989542	0.794847580021213	0	2	extracellular matrix protein binding	MF	1	1
GO:0006849	0.999999999989569	0.892174385915956	0	1	plasma membrane pyruvate transport	BP	1	1
GO:0045849	0.999999999989584	0.790738146270322	0	2	negative regulation of nurse cell apoptotic process	BP	1	1
GO:1904746	0.999999999989584	0.790738146270322	0	2	negative regulation of apoptotic process involved in development	BP	1	1
GO:0006273	0.999999999989651	0.727724065206351	0	3	lagging strand elongation	BP	1	1
GO:0035199	0.999999999989678	0.749593738938652	0	3	salt aversion	BP	1	1
GO:0050914	0.999999999989678	0.749593738938652	0	3	sensory perception of salty taste	BP	1	1
GO:0080154	0.999999999989695	0.809875546705771	0	2	regulation of fertilization	BP	1	1
GO:0004828	0.999999999989761	0.784660336743511	0	3	serine-tRNA ligase activity	MF	1	1
GO:0006434	0.999999999989761	0.784660336743511	0	3	seryl-tRNA aminoacylation	BP	1	1
GO:0004826	0.999999999989761	0.810837273346931	0	3	phenylalanine-tRNA ligase activity	MF	1	1
GO:0006432	0.999999999989761	0.810837273346931	0	3	phenylalanyl-tRNA aminoacylation	BP	1	1
GO:0071732	0.999999999989763	0.985951552804752	0	4	cellular response to nitric oxide	BP	1	1
GO:1902170	0.999999999989763	0.985951552804752	0	4	cellular response to reactive nitrogen species	BP	1	1
GO:0070940	0.999999999989784	0.799642912554083	0	3	dephosphorylation of RNA polymerase II C-terminal domain	BP	1	1
GO:0048194	0.999999999989854	0.809903976963712	0	2	Golgi vesicle budding	BP	1	1
GO:0034457	0.999999999989882	0.849816975187495	0	3	Mpp10 complex	CC	1	1
GO:0004322	0.999999999989896	0.721034341099502	0	4	ferroxidase activity	MF	1	1
GO:0016724	0.999999999989896	0.721034341099502	0	4	oxidoreductase activity, acting on metal ions, oxygen as acceptor	MF	1	1
GO:0140820	0.999999999989904	0.879302763833006	0	2	cytosol to Golgi apparatus transport	BP	1	1
GO:0009143	0.999999999989929	0.849774453198262	0	3	nucleoside triphosphate catabolic process	BP	1	1
GO:0007381	0.999999999989933	0.82933230834815	0	2	specification of segmental identity, labial segment	BP	1	1
GO:0004128	0.999999999989973	0.800816810652119	0	3	cytochrome-b5 reductase activity, acting on NAD(P)H	MF	1	1
GO:1990112	0.999999999989978	0.714776707760322	0	3	RQC complex	CC	1	1
GO:0098917	0.999999999989986	0.78386156762663	0	3	retrograde trans-synaptic signaling	BP	1	1
GO:0033869	0.999999999990009	0.903401698377412	0	2	nucleoside bisphosphate catabolic process	BP	1	1
GO:0034031	0.999999999990009	0.903401698377412	0	2	ribonucleoside bisphosphate catabolic process	BP	1	1
GO:0034034	0.999999999990009	0.903401698377412	0	2	purine nucleoside bisphosphate catabolic process	BP	1	1
GO:0031466	0.999999999990014	0.791465263243919	0	3	Cul5-RING ubiquitin ligase complex	CC	1	1
GO:0070158	0.999999999990014	0.849069737809716	0	2	mitochondrial seryl-tRNA aminoacylation	BP	1	1
GO:0140715	0.999999999990014	0.849069737809716	0	2	serine-tRNA ligase complex	CC	1	1
GO:2000637	0.999999999990017	0.668945290603322	0	4	positive regulation of miRNA-mediated gene silencing	BP	1	1
GO:0044292	0.999999999990018	0.738735377760978	0	3	dendrite terminus	CC	1	1
GO:0031848	0.999999999990057	0.790671177343898	0	3	protection from non-homologous end joining at telomere	BP	1	1
GO:0043247	0.999999999990057	0.790671177343898	0	3	telomere maintenance in response to DNA damage	BP	1	1
GO:0036020	0.999999999990059	0.712591429348212	0	3	endolysosome membrane	CC	1	1
GO:0032044	0.999999999990089	0.878038994515419	0	2	DSIF complex	CC	1	1
GO:0046957	0.999999999990103	0.60755402934487	0	5	negative phototaxis	BP	1	1
GO:0052129	0.999999999990103	0.60755402934487	0	5	negative energy taxis	BP	1	1
GO:0045873	0.999999999990128	0.564338512766688	0	5	negative regulation of sevenless signaling pathway	BP	1	1
GO:0036228	0.999999999990134	0.734596670384718	0	3	protein localization to nuclear inner membrane	BP	1	1
GO:0140517	0.999999999990137	0.795007933623983	0	2	protein-RNA adaptor activity	MF	1	1
GO:0019323	0.999999999990193	0.844933808278884	0	3	pentose catabolic process	BP	1	1
GO:0042843	0.999999999990193	0.844933808278884	0	3	D-xylose catabolic process	BP	1	1
GO:0047837	0.999999999990193	0.844933808278884	0	3	D-xylose 1-dehydrogenase (NADP+) activity	MF	1	1
GO:0051608	0.999999999990225	0.74660566749764	0	3	histamine transport	BP	1	1
GO:0001963	0.999999999990247	0.615616278615168	0	5	synaptic transmission, dopaminergic	BP	1	1
GO:0004694	0.999999999990274	0.794856220989298	0	2	eukaryotic translation initiation factor 2alpha kinase activity	MF	1	1
GO:0005882	0.999999999990297	0.626154571306306	0	4	intermediate filament	CC	1	1
GO:0045111	0.999999999990297	0.626154571306306	0	4	intermediate filament cytoskeleton	CC	1	1
GO:0035015	0.999999999990355	0.860639120929417	0	2	elongation of arista core	BP	1	1
GO:0018293	0.99999999999036	0.952496802238324	0	2	protein-FAD linkage	BP	1	1
GO:0010571	0.999999999990484	0.794746711398546	0	2	positive regulation of nuclear cell cycle DNA replication	BP	1	1
GO:0033262	0.999999999990484	0.794746711398546	0	2	regulation of nuclear cell cycle DNA replication	BP	1	1
GO:0042755	0.999999999990487	0.845162285701657	0	2	eating behavior	BP	1	1
GO:1903998	0.999999999990487	0.845162285701657	0	2	regulation of eating behavior	BP	1	1
GO:0055117	0.999999999990506	0.833441082428666	0	3	regulation of cardiac muscle contraction	BP	1	1
GO:0016320	0.999999999990604	0.719737166846616	0	3	endoplasmic reticulum membrane fusion	BP	1	1
GO:0004044	0.999999999990611	0.83790744199147	0	2	amidophosphoribosyltransferase activity	MF	1	1
GO:0034514	0.999999999990619	0.627620536122737	0	5	mitochondrial unfolded protein response	BP	1	1
GO:0000379	0.999999999990633	0.867385250950928	0	3	tRNA-type intron splice site recognition and cleavage	BP	1	1
GO:0001504	0.999999999990639	0.652835560712934	0	4	neurotransmitter uptake	BP	1	1
GO:0000451	0.999999999990642	0.879630704970871	0	5	rRNA 2'-O-methylation	BP	1	1
GO:0050104	0.999999999990668	0.910199939050202	0	2	L-gulonate 3-dehydrogenase activity	MF	1	1
GO:2000678	0.999999999990687	0.747398491398508	0	3	negative regulation of transcription regulatory region DNA binding	BP	1	1
GO:0048580	0.999999999990692	0.642377914431569	0	5	regulation of post-embryonic development	BP	1	1
GO:0051039	0.999999999990703	0.795095517903334	0	3	positive regulation of transcription involved in meiotic cell cycle	BP	1	1
GO:0046912	0.999999999990705	0.672918924216156	0	4	acyltransferase activity, acyl groups converted into alkyl on transfer	MF	1	1
GO:0038034	0.99999999999071	0.801173563971705	0	3	signal transduction in absence of ligand	BP	1	1
GO:0097192	0.99999999999071	0.801173563971705	0	3	extrinsic apoptotic signaling pathway in absence of ligand	BP	1	1
GO:0042994	0.999999999990734	0.594165159952592	0	5	cytoplasmic sequestering of transcription factor	BP	1	1
GO:0051220	0.999999999990734	0.594165159952592	0	5	cytoplasmic sequestering of protein	BP	1	1
GO:0032447	0.999999999990756	0.920632001995207	0	2	protein urmylation	BP	1	1
GO:0071586	0.999999999990762	0.722553319082519	0	5	CAAX-box protein processing	BP	1	1
GO:0080120	0.999999999990762	0.722553319082519	0	5	CAAX-box protein maturation	BP	1	1
GO:0050321	0.999999999990782	0.569474855239392	0	5	tau-protein kinase activity	MF	1	1
GO:0016013	0.999999999990789	0.79520336426905	0	2	syntrophin complex	CC	1	1
GO:1990817	0.999999999990797	0.75601288578586	0	3	RNA adenylyltransferase activity	MF	1	1
GO:0016031	0.999999999990805	0.94214176996269	0	2	tRNA import into mitochondrion	BP	1	1
GO:0060623	0.999999999990813	0.794834404724623	0	2	regulation of chromosome condensation	BP	1	1
GO:0033185	0.999999999990836	0.869871174509834	0	3	dolichol-phosphate-mannose synthase complex	CC	1	1
GO:0033061	0.999999999990837	0.840714409106419	0	3	DNA recombinase mediator complex	CC	1	1
GO:0061673	0.999999999990851	0.796867186608537	0	2	mitotic spindle astral microtubule	CC	1	1
GO:0048625	0.999999999990994	0.732601046281066	0	3	myoblast fate commitment	BP	1	1
GO:0048626	0.999999999990994	0.732601046281066	0	3	myoblast fate specification	BP	1	1
GO:0051418	0.999999999990995	0.786862320333569	0	3	microtubule nucleation by microtubule organizing center	BP	1	1
GO:0071630	0.999999999991005	0.744016610221616	0	3	nuclear protein quality control by the ubiquitin-proteasome system	BP	1	1
GO:0007263	0.999999999991024	0.628919494236516	0	5	nitric oxide mediated signal transduction	BP	1	1
GO:0046956	0.999999999991047	0.655537542969864	0	4	positive phototaxis	BP	1	1
GO:0052128	0.999999999991047	0.655537542969864	0	4	positive energy taxis	BP	1	1
GO:1904886	0.99999999999111	0.726403508822637	0	3	beta-catenin destruction complex disassembly	BP	1	1
GO:0036257	0.999999999991113	0.862511091053486	0	3	multivesicular body organization	BP	1	1
GO:0072349	0.999999999991116	0.758638820793176	0	3	modified amino acid transmembrane transporter activity	MF	1	1
GO:0009441	0.999999999991121	0.950367357920463	0	2	glycolate metabolic process	BP	1	1
GO:0034309	0.999999999991121	0.950367357920463	0	2	primary alcohol biosynthetic process	BP	1	1
GO:0036524	0.999999999991121	0.950367357920463	0	2	protein deglycase activity	MF	1	1
GO:0046295	0.999999999991121	0.950367357920463	0	2	glycolate biosynthetic process	BP	1	1
GO:1903189	0.999999999991121	0.950367357920463	0	2	glyoxal metabolic process	BP	1	1
GO:0019889	0.999999999991126	0.714788936359304	0	5	pteridine metabolic process	BP	1	1
GO:1900118	0.999999999991156	0.76009940643757	0	3	negative regulation of execution phase of apoptosis	BP	1	1
GO:0009270	0.999999999991159	0.770817137262038	0	3	response to humidity	BP	1	1
GO:1903649	0.999999999991174	0.709536273861018	0	3	regulation of cytoplasmic transport	BP	1	1
GO:2000641	0.999999999991174	0.709536273861018	0	3	regulation of early endosome to late endosome transport	BP	1	1
GO:0003330	0.999999999991186	0.799534106438023	0	2	regulation of extracellular matrix constituent secretion	BP	1	1
GO:0003331	0.999999999991186	0.799534106438023	0	2	positive regulation of extracellular matrix constituent secretion	BP	1	1
GO:0051598	0.999999999991187	0.783126820394964	0	3	meiotic recombination checkpoint signaling	BP	1	1
GO:2000251	0.999999999991199	0.794893112082676	0	2	positive regulation of actin cytoskeleton reorganization	BP	1	1
GO:0035321	0.999999999991213	0.69926144910472	0	3	maintenance of imaginal disc-derived wing hair orientation	BP	1	1
GO:0030506	0.999999999991244	0.793910600082547	0	2	ankyrin binding	MF	1	1
GO:0004362	0.99999999999127	0.947120699385917	0	1	glutathione-disulfide reductase (NADPH) activity	MF	1	1
GO:0033435	0.999999999991274	0.993170346984732	0	2	AUA codon-amino acid adaptor activity	MF	1	1
GO:0071595	0.999999999991282	0.838454732552142	0	3	Nem1-Spo7 phosphatase complex	CC	1	1
GO:1903292	0.999999999991322	0.836929233363962	0	3	protein localization to Golgi membrane	BP	1	1
GO:0003747	0.999999999991329	0.711973428533488	0	5	translation release factor activity	MF	1	1
GO:0008079	0.999999999991329	0.711973428533488	0	5	translation termination factor activity	MF	1	1
GO:0048103	0.999999999991333	0.700567498447036	0	4	somatic stem cell division	BP	1	1
GO:0110073	0.999999999991337	0.818646310704582	0	2	regulation of apical constriction involved in ventral furrow formation	BP	1	1
GO:0110074	0.999999999991337	0.818646310704582	0	2	positive regulation of apical constriction involved in ventral furrow formation	BP	1	1
GO:1903115	0.999999999991337	0.818646310704582	0	2	regulation of actin filament-based movement	BP	1	1
GO:1903116	0.999999999991337	0.818646310704582	0	2	positive regulation of actin filament-based movement	BP	1	1
GO:0071260	0.999999999991369	0.620661536635977	0	5	cellular response to mechanical stimulus	BP	1	1
GO:0004775	0.999999999991382	0.821821110470971	0	3	succinate-CoA ligase (ADP-forming) activity	MF	1	1
GO:0004334	0.999999999991404	0.946704914791118	0	1	fumarylacetoacetase activity	MF	1	1
GO:1901999	0.999999999991404	0.946704914791118	0	1	homogentisate metabolic process	BP	1	1
GO:1902000	0.999999999991404	0.946704914791118	0	1	homogentisate catabolic process	BP	1	1
GO:0004792	0.999999999991463	0.914110599160377	0	2	thiosulfate sulfurtransferase activity	MF	1	1
GO:0070772	0.999999999991465	0.818123336008467	0	2	PAS complex	CC	1	1
GO:0032453	0.999999999991467	0.645200478069185	0	4	histone H3-methyl-lysine-4 demethylase activity	MF	1	1
GO:0034720	0.999999999991467	0.645200478069185	0	4	histone H3-K4 demethylation	BP	1	1
GO:0003009	0.999999999991492	0.85069197800979	0	2	skeletal muscle contraction	BP	1	1
GO:0051315	0.999999999991554	0.658307310112339	0	4	attachment of mitotic spindle microtubules to kinetochore	BP	1	1
GO:1990462	0.999999999991582	0.757744128968159	0	3	omegasome	CC	1	1
GO:0030210	0.999999999991584	0.801566110596802	0	2	heparin biosynthetic process	BP	1	1
GO:0015173	0.999999999991603	0.733778441960501	0	3	aromatic amino acid transmembrane transporter activity	MF	1	1
GO:0004756	0.999999999991621	0.944896410153512	0	1	selenide, water dikinase activity	MF	1	1
GO:0016259	0.999999999991621	0.944896410153512	0	1	selenocysteine metabolic process	BP	1	1
GO:0016260	0.999999999991621	0.944896410153512	0	1	selenocysteine biosynthetic process	BP	1	1
GO:0016781	0.999999999991621	0.944896410153512	0	1	phosphotransferase activity, paired acceptors	MF	1	1
GO:0004965	0.999999999991625	0.708398837297143	0	3	G protein-coupled GABA receptor activity	MF	1	1
GO:0038039	0.999999999991625	0.708398837297143	0	3	G protein-coupled receptor heterodimeric complex	CC	1	1
GO:0034992	0.99999999999163	0.770187407194843	0	2	microtubule organizing center attachment site	CC	1	1
GO:0034993	0.99999999999163	0.770187407194843	0	2	meiotic nuclear membrane microtubule tethering complex	CC	1	1
GO:0106094	0.99999999999163	0.770187407194843	0	2	nuclear membrane microtubule tethering complex	CC	1	1
GO:0005314	0.999999999991655	0.814139773067866	0	3	high-affinity L-glutamate transmembrane transporter activity	MF	1	1
GO:1901201	0.999999999991679	0.795505170382739	0	2	regulation of extracellular matrix assembly	BP	1	1
GO:0098801	0.999999999991681	0.831903018944243	0	2	regulation of renal system process	BP	1	1
GO:0000979	0.999999999991712	0.669824621080949	0	4	RNA polymerase II core promoter sequence-specific DNA binding	MF	1	1
GO:0005691	0.999999999991719	0.995856395143997	0	1	U6atac snRNP	CC	1	1
GO:0010025	0.99999999999173	0.739424957253527	0	3	wax biosynthetic process	BP	1	1
GO:0010166	0.99999999999173	0.739424957253527	0	3	wax metabolic process	BP	1	1
GO:0016812	0.99999999999174	0.634669085406012	0	5	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	MF	1	1
GO:0016882	0.999999999991783	0.863285099245515	0	2	cyclo-ligase activity	MF	1	1
GO:0015501	0.999999999991799	0.648541064272786	0	5	glutamate:sodium symporter activity	MF	1	1
GO:0004733	0.999999999991841	0.888505062847702	0	3	pyridoxamine-phosphate oxidase activity	MF	1	1
GO:0008614	0.999999999991841	0.888505062847702	0	3	pyridoxine metabolic process	BP	1	1
GO:0008615	0.999999999991841	0.888505062847702	0	3	pyridoxine biosynthetic process	BP	1	1
GO:0003917	0.999999999991843	0.709382248597304	0	3	DNA topoisomerase type I (single strand cut, ATP-independent) activity	MF	1	1
GO:0071444	0.999999999991844	0.81545705816136	0	2	cellular response to pheromone	BP	1	1
GO:0010340	0.999999999991869	0.859237244043923	0	3	carboxyl-O-methyltransferase activity	MF	1	1
GO:0051998	0.999999999991869	0.859237244043923	0	3	protein carboxyl O-methyltransferase activity	MF	1	1
GO:0030563	0.99999999999187	0.981815937643378	0	4	snRNA 2'-O-ribose methylation guide activity	MF	1	1
GO:0003948	0.999999999991874	0.867051082092401	0	3	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	MF	1	1
GO:0090160	0.999999999991884	0.807233143367583	0	2	Golgi to lysosome transport	BP	1	1
GO:0033423	0.999999999991902	0.98332302244226	0	5	CCA codon-amino acid adaptor activity	MF	1	1
GO:0033424	0.999999999991902	0.98332302244226	0	5	CCG codon-amino acid adaptor activity	MF	1	1
GO:0033426	0.999999999991902	0.98332302244226	0	5	CAC codon-amino acid adaptor activity	MF	1	1
GO:1904289	0.999999999991918	0.834782084062111	0	2	regulation of mitotic DNA damage checkpoint	BP	1	1
GO:0019377	0.99999999999195	0.648727377809284	0	5	glycolipid catabolic process	BP	1	1
GO:0046477	0.99999999999195	0.648727377809284	0	5	glycosylceramide catabolic process	BP	1	1
GO:0046479	0.99999999999195	0.648727377809284	0	5	glycosphingolipid catabolic process	BP	1	1
GO:0019776	0.999999999991966	0.890386395772844	0	3	Atg8 ligase activity	MF	1	1
GO:0005616	0.999999999991974	0.65950638797814	0	4	larval serum protein complex	CC	1	1
GO:0060561	0.999999999991987	0.744590637038376	0	3	apoptotic process involved in morphogenesis	BP	1	1
